# Digitized traces from Genet et al. (2023), their Fig 9 (fiber angle +-alpha [deg]).
# Extracted from the published figure by hue segmentation (provenance/reproduction).
# Where variations overlap (curves coincide) an occluded segment is completed from
# the nearest visible variation. columns: panel {pressure[kPa],volume[mL],torsion[deg]}, variation, x=time[ms], y.
panel,variation,x,y
pressure,45,638.96,0.5508
pressure,45,640.69,0.5508
pressure,45,642.42,0.5508
pressure,45,644.16,0.5508
pressure,45,645.89,0.5508
pressure,45,647.62,0.5508
pressure,45,649.35,0.5508
pressure,45,651.08,0.5508
pressure,45,652.81,0.5508
pressure,45,654.55,0.5508
pressure,45,656.28,0.5508
pressure,45,658.01,0.5508
pressure,45,659.74,0.5508
pressure,45,661.47,0.5508
pressure,45,663.20,0.5508
pressure,45,664.94,0.5508
pressure,45,666.67,0.5508
pressure,45,668.40,0.5508
pressure,45,670.13,0.5508
pressure,45,671.86,0.5508
pressure,45,673.59,0.5508
pressure,45,675.32,0.5508
pressure,45,677.06,0.5685
pressure,45,678.79,0.5685
pressure,45,680.52,0.5863
pressure,45,682.25,0.5863
pressure,45,683.98,0.5863
pressure,45,685.71,0.6041
pressure,45,687.45,0.6218
pressure,45,689.18,0.6218
pressure,45,690.91,0.6218
pressure,45,692.64,0.6396
pressure,45,694.37,0.6574
pressure,45,696.10,0.6574
pressure,45,697.84,0.6574
pressure,45,699.57,0.6751
pressure,45,701.30,0.6929
pressure,45,703.03,0.6929
pressure,45,704.76,0.6929
pressure,45,706.49,0.7107
pressure,45,708.23,0.7284
pressure,45,709.96,0.7284
pressure,45,711.69,0.7462
pressure,45,713.42,0.7640
pressure,45,715.15,0.7640
pressure,45,716.88,0.7640
pressure,45,718.61,0.7817
pressure,45,720.35,0.7995
