# Digitized trace from Genet et al. (2023), "Reduced left ventricular dynamics
#   modeling based on a cylindrical assumption", Int. J. Numer. Meth. Biomed.
#   Engng.; their Figure 5 (baseline beat). Extracted from the published figure
#   by dark-pixel segmentation (provenance/reproduction; no image in the repo).
time_ms,pressure_kPa,pressure_mmHg,volume_mL,torsion_deg
628,0.5504,4.128,121.0811,5.4041
629,0.5504,4.128,121.0811,5.3526
630,0.5504,4.128,121.0811,5.2829
631,0.5504,4.128,121.0811,5.1799
632,0.5504,4.128,121.0811,5.0769
633,0.5504,4.128,121.0811,4.9739
634,0.5504,4.128,121.0811,4.8709
635,0.5504,4.128,121.1520,4.8034
636,0.5504,4.128,121.3580,4.8034
637,0.5504,4.128,121.4251,4.7340
638,0.5504,4.128,121.4251,4.6310
639,0.5504,4.128,121.4251,4.5280
640,0.5504,4.128,121.4939,4.4595
641,0.5504,4.128,121.6998,4.4595
642,0.5504,4.128,121.7690,4.3911
643,0.5504,4.128,121.7690,4.2881
644,0.5504,4.128,121.7690,4.2363
645,0.5504,4.128,121.7690,4.1848
646,0.5504,4.128,121.7690,4.1333
647,0.5504,4.128,121.7690,4.0482
648,0.5504,4.128,121.7690,3.9452
649,0.5504,4.128,121.7690,3.8929
650,0.5504,4.128,121.7690,3.8414
651,0.5504,4.128,121.7690,3.7899
652,0.5504,4.128,121.7690,3.7053
653,0.5504,4.128,121.7690,3.6023
654,0.5504,4.128,121.9694,3.5494
655,0.5504,4.128,122.1130,3.4979
656,0.5504,4.128,122.1130,3.4464
657,0.5504,4.128,122.1130,3.3949
658,0.5504,4.128,122.1130,3.3435
659,0.5504,4.128,122.1130,3.2920
660,0.5504,4.128,122.1732,3.2405
661,0.5504,4.128,122.3792,3.1890
662,0.5504,4.128,122.4570,3.1375
663,0.5504,4.128,122.4570,3.0860
664,0.5504,4.128,122.4570,2.9855
665,0.5504,4.128,122.4570,2.8970
666,0.5504,4.128,122.4570,2.8455
667,0.5504,4.128,122.4570,2.7941
668,0.5504,4.128,122.4570,2.7426
669,0.5504,4.128,122.4570,2.6911
670,0.5504,4.128,122.4570,2.6396
671,0.5504,4.128,122.4570,2.5881
672,0.5628,4.221,122.4570,2.5366
673,0.5833,4.375,122.4570,2.4851
674,0.5848,4.386,122.4570,2.4336
675,0.5848,4.386,122.4570,2.3821
676,0.5848,4.386,122.4570,2.3307
677,0.5969,4.477,122.7004,2.2792
678,0.6175,4.632,123.1123,2.2277
679,0.6192,4.644,123.1450,2.1762
680,0.6192,4.644,123.1450,2.1247
681,0.6192,4.644,123.1450,2.0732
682,0.6192,4.644,123.1450,2.0516
683,0.6192,4.644,123.1450,2.0516
684,0.6192,4.644,123.5199,1.9579
685,0.6192,4.644,123.8329,1.8796
686,0.6192,4.644,123.8329,1.8796
687,0.6309,4.732,123.9503,1.8503
688,0.6515,4.887,124.1563,1.7988
689,0.6536,4.902,124.3622,1.7473
690,0.6583,4.938,124.5682,1.6958
691,0.6789,5.092,124.7741,1.6443
692,0.6880,5.160,124.9801,1.5928
693,0.6880,5.160,125.1861,1.5413
694,0.6880,5.160,125.2088,1.5356
695,0.6880,5.160,125.2991,1.5131
696,0.6880,5.160,125.7111,1.4101
697,0.6880,5.160,125.8968,1.3636
698,0.6880,5.160,125.8968,1.3636
699,0.6880,5.160,126.0778,1.3636
700,0.6923,5.192,126.2838,1.3421
701,0.7129,5.347,126.4897,1.2392
702,0.7335,5.501,126.6957,1.1639
703,0.7540,5.656,126.9017,1.1124
704,0.7568,5.676,127.1076,1.0609
705,0.7568,5.676,127.3136,1.0094
706,0.7568,5.676,127.5195,0.9580
707,0.7568,5.676,127.7255,0.9065
708,0.7568,5.676,127.9314,0.8550
709,0.7568,5.676,128.1374,0.8477
710,0.7568,5.676,128.3434,0.8283
711,0.7568,5.676,128.5493,0.7253
712,0.7674,5.756,128.7553,0.6757
713,0.7880,5.911,128.9612,0.6757
714,0.7912,5.934,129.1672,0.5884
715,0.7948,5.962,129.3732,0.5037
716,0.8154,6.116,129.5791,0.5037
717,0.8256,6.192,129.7851,0.4776
718,0.8256,6.192,129.9910,0.4261
719,0.8256,6.192,130.1970,0.3746
720,0.8256,6.192,130.4029,0.3317
721,0.8256,6.192,130.6089,0.3317
722,0.8256,6.192,130.8149,0.2805
723,0.8256,6.192,131.0208,0.1775
724,0.8256,6.192,131.2268,0.1597
725,0.8288,6.216,131.4327,0.1516
726,0.8494,6.371,131.6387,0.1002
727,0.8700,6.525,131.8447,0.0487
728,0.8906,6.680,132.0506,-0.0028
729,0.8943,6.708,132.2566,-0.0543
730,0.8943,6.708,132.4625,-0.1058
731,0.8943,6.708,132.6685,-0.1573
732,0.8943,6.708,132.8744,-0.1843
733,0.8943,6.708,133.0804,-0.1843
734,0.8943,6.708,133.2864,-0.2673
735,0.8943,6.708,133.4644,-0.3563
736,0.8943,6.708,133.4644,-0.3563
737,0.8943,6.708,133.6561,-0.3563
738,0.8943,6.708,134.0681,-0.3563
739,0.8943,6.708,134.1523,-0.4382
740,0.8943,6.708,134.1523,-0.5283
741,0.8943,6.708,134.1523,-0.5283
742,0.8943,6.708,134.1523,-0.5751
743,0.8943,6.708,134.1523,-0.6781
744,0.8943,6.708,134.1523,-0.7002
745,0.8943,6.708,134.1760,-0.7002
746,0.8943,6.708,134.3819,-0.7002
747,0.8943,6.708,134.5879,-0.7460
748,0.8943,6.708,134.7939,-0.8490
749,0.8943,6.708,134.8403,-0.8722
750,0.8943,6.708,134.8403,-0.8722
751,0.8943,6.708,134.8403,-0.8722
752,0.8943,6.708,134.8403,-0.9170
753,0.8943,6.708,134.8403,-1.0199
754,0.8943,6.708,134.8403,-1.0442
755,0.8943,6.708,134.8403,-1.0442
756,0.8943,6.708,134.8403,-1.0442
757,0.8943,6.708,134.8403,-1.0879
758,0.8943,6.708,134.8403,-1.1908
759,0.8943,6.708,134.8403,-1.2162
760,0.8943,6.708,134.8403,-1.2162
761,0.8943,6.708,134.8403,-1.2162
762,0.8943,6.708,134.9254,-1.2588
763,0.8943,6.708,135.1314,-1.3618
764,0.8943,6.708,135.1843,-1.3882
765,0.8943,6.708,135.1843,-1.3882
766,0.8943,6.708,135.1843,-1.3882
767,0.8943,6.708,135.1843,-1.3882
768,0.8943,6.708,135.1843,-1.3882
769,0.8943,6.708,135.1843,-1.3882
770,0.8943,6.708,135.1843,-1.3882
771,0.8943,6.708,135.1843,-1.3882
772,0.8943,6.708,135.1843,-1.3882
773,0.8943,6.708,135.1843,-1.3882
774,0.8943,6.708,135.1843,-1.3882
775,0.8943,6.708,135.1843,-1.3882
776,0.8943,6.708,135.1843,-1.3882
777,0.8943,6.708,135.1843,-1.3882
778,0.8943,6.708,135.1843,-1.3882
779,0.8943,6.708,135.1843,-1.3882
780,0.8943,6.708,135.1843,-1.3882
781,0.8943,6.708,135.1843,-1.3882
782,0.8943,6.708,135.1843,-1.3882
783,0.8943,6.708,135.1843,-1.3882
784,0.8943,6.708,135.1843,-1.3882
785,0.8943,6.708,135.1843,-1.3882
786,0.8943,6.708,135.1843,-1.3882
787,0.8943,6.708,135.1843,-1.3882
788,0.8943,6.708,135.1843,-1.3882
789,0.8943,6.708,135.1843,-1.3882
790,0.8943,6.708,135.1843,-1.3882
791,0.8943,6.708,135.1843,-1.3882
792,0.8943,6.708,135.1843,-1.3882
793,0.8943,6.708,135.1843,-1.3882
794,0.8943,6.708,135.1843,-1.3882
795,0.8943,6.708,135.1843,-1.3882
796,0.8943,6.708,135.1843,-1.3882
797,0.8943,6.708,135.1843,-1.3882
798,0.8943,6.708,135.1843,-1.3882
799,0.8943,6.708,135.1843,-1.3882
800,0.8943,6.708,135.1843,-1.3882
