# Digitized traces from Genet et al. (2023), their Fig 8 (wall volume [mL]).
# Extracted from the published figure by hue segmentation (provenance/reproduction).
# Where variations overlap (curves coincide) an occluded segment is completed from
# the nearest visible variation. columns: panel {pressure[kPa],volume[mL],torsion[deg]}, variation, x=time[ms], y.
panel,variation,x,y
pressure,117,614.44,0.5412
pressure,117,616.19,0.5412
pressure,117,617.94,0.5412
pressure,117,619.69,0.5412
pressure,117,621.44,0.5412
pressure,117,623.19,0.5412
pressure,117,624.95,0.5412
pressure,117,626.70,0.5412
pressure,117,628.45,0.5412
pressure,117,630.20,0.5412
pressure,117,631.95,0.5412
pressure,117,633.70,0.5412
pressure,117,635.45,0.5593
pressure,117,637.20,0.5593
pressure,117,638.95,0.5593
pressure,117,640.70,0.5593
pressure,117,642.45,0.5593
pressure,117,644.20,0.5593
pressure,117,645.95,0.5593
pressure,117,647.70,0.5593
pressure,117,649.45,0.5593
pressure,117,651.20,0.5593
pressure,117,652.95,0.5593
pressure,117,654.70,0.5593
pressure,117,656.46,0.5593
pressure,117,658.21,0.5593
pressure,117,659.96,0.5593
pressure,117,661.71,0.5593
pressure,117,663.46,0.5593
pressure,117,665.21,0.5593
pressure,117,666.96,0.5593
pressure,117,668.71,0.5593
pressure,117,670.46,0.5593
pressure,117,672.21,0.5593
pressure,117,673.96,0.5593
pressure,117,675.71,0.5773
pressure,117,677.46,0.5773
pressure,117,679.21,0.5954
pressure,117,680.96,0.5954
pressure,117,682.71,0.5954
pressure,117,684.46,0.6134
pressure,117,686.21,0.6314
pressure,117,687.96,0.6314
pressure,117,689.72,0.6314
pressure,117,691.47,0.6495
pressure,117,693.22,0.6495
pressure,117,694.97,0.6675
pressure,117,696.72,0.6675
pressure,117,698.47,0.6856
pressure,117,700.22,0.7036
pressure,117,701.97,0.7036
pressure,117,703.72,0.7036
pressure,117,705.47,0.7216
pressure,117,707.22,0.7397
pressure,117,708.97,0.7397
pressure,117,710.72,0.7577
pressure,117,712.47,0.7577
pressure,117,714.22,0.7758
pressure,117,715.97,0.7758
pressure,117,717.72,0.7938
pressure,117,719.47,0.8119
pressure,117,721.23,0.8119
pressure,117,722.98,0.8119
pressure,117,724.73,0.8299
pressure,117,726.48,0.8479
pressure,117,728.23,0.8479
pressure,117,729.98,0.8660
pressure,117,731.73,0.8660
pressure,117,733.48,0.8840
pressure,117,735.23,0.8840
pressure,117,736.98,0.8840
pressure,117,738.73,0.8840
pressure,117,740.48,0.8840
pressure,117,742.23,0.8840
pressure,117,743.98,0.8840
pressure,117,745.73,0.8840
pressure,117,747.48,0.8840
pressure,117,749.23,0.8840
pressure,117,750.98,0.8840
pressure,117,752.74,0.8840
pressure,117,754.49,0.8840
pressure,117,756.24,0.8840
pressure,117,757.99,0.8840
pressure,117,759.74,0.8840
pressure,117,761.49,0.8840
pressure,117,763.24,0.8840
pressure,117,764.99,0.9021
pressure,117,766.74,0.9021
pressure,117,768.49,0.9021
pressure,117,770.24,0.9021
pressure,117,771.99,0.9021
pressure,117,773.74,0.9021
pressure,117,775.49,0.9021
pressure,117,777.24,0.9021
pressure,117,778.99,0.9021
pressure,117,780.74,0.9021
pressure,117,782.49,0.9021
pressure,117,784.25,0.9021
pressure,117,786.00,0.9021
pressure,117,787.75,0.9021
pressure,117,789.50,0.9021
pressure,117,791.25,0.9021
pressure,117,793.00,0.9021
pressure,117,794.75,0.9021
pressure,117,796.50,0.9021
pressure,117,798.25,0.9021
pressure,117,800.00,0.9021
pressure,130,0.00,0.9021
pressure,130,1.75,0.9021
pressure,130,3.50,0.9021
pressure,130,5.25,0.9021
pressure,130,7.00,0.9021
pressure,130,8.75,0.9021
pressure,130,10.50,0.9021
pressure,130,12.25,0.9021
pressure,130,14.00,0.9021
pressure,130,15.75,0.9021
pressure,130,17.51,0.9021
pressure,130,19.26,0.9021
pressure,130,21.01,0.9021
pressure,130,22.76,0.9021
pressure,130,24.51,0.9021
pressure,130,26.26,0.9021
pressure,130,28.01,0.9021
pressure,130,29.76,0.9021
pressure,130,31.51,0.9021
pressure,130,33.26,0.9021
pressure,130,35.01,0.9021
pressure,130,36.76,0.9021
pressure,130,38.51,0.9021
pressure,130,40.26,0.9021
pressure,130,42.01,0.9021
pressure,130,43.76,0.9021
pressure,130,45.51,0.9021
pressure,130,47.26,0.9021
pressure,130,49.02,0.9021
pressure,130,50.77,0.9021
pressure,130,52.52,0.9021
pressure,130,54.27,0.9021
pressure,130,56.02,0.9021
pressure,130,57.77,0.9021
pressure,130,59.52,0.9021
pressure,130,61.27,0.9021
pressure,130,63.02,0.9021
pressure,130,64.77,0.9021
pressure,130,66.52,0.9021
pressure,130,68.27,0.9021
pressure,130,70.02,0.9021
pressure,130,71.77,0.9021
pressure,130,73.52,0.9021
pressure,130,75.27,0.9021
pressure,130,77.02,0.9021
pressure,130,78.77,0.9021
pressure,130,80.53,0.9021
pressure,130,82.28,0.9021
pressure,130,84.03,0.9021
pressure,130,85.78,0.9021
pressure,130,87.53,0.9021
pressure,130,89.28,0.9021
pressure,130,91.03,0.9021
pressure,130,92.78,0.9021
pressure,130,94.53,0.9021
pressure,130,96.28,0.9021
pressure,130,98.03,0.9021
pressure,130,99.78,0.9021
pressure,130,101.53,0.9021
pressure,130,103.28,0.9021
pressure,130,105.03,0.9021
pressure,130,106.78,0.9021
pressure,130,108.53,0.9021
pressure,130,110.28,0.9021
pressure,130,112.04,0.9201
pressure,130,113.79,0.9562
pressure,130,115.54,1.0284
pressure,130,117.29,1.1005
pressure,130,119.04,1.2268
pressure,130,120.79,1.3711
pressure,130,122.54,1.5155
pressure,130,124.29,1.6959
pressure,130,126.04,1.8582
pressure,130,127.79,2.0928
pressure,130,129.54,2.3093
pressure,130,131.29,2.5438
pressure,130,133.04,2.7964
pressure,130,134.79,3.0490
pressure,130,136.54,3.2835
pressure,130,138.29,3.5722
pressure,130,140.04,3.8247
pressure,130,141.79,4.1314
pressure,130,143.54,4.4021
pressure,130,145.30,4.6907
pressure,130,147.05,4.9794
pressure,130,148.80,5.2680
pressure,130,150.55,5.5928
pressure,130,152.30,5.8814
pressure,130,154.05,6.1701
pressure,130,155.80,6.5129
pressure,130,157.55,6.8015
pressure,130,159.30,7.1082
pressure,130,161.05,7.4330
pressure,130,162.80,7.7397
pressure,130,164.55,8.0464
pressure,130,166.30,8.3531
pressure,130,168.05,8.4794
pressure,130,169.80,8.6778
pressure,130,171.55,8.7861
pressure,130,173.30,8.9845
pressure,130,175.05,9.0928
pressure,130,176.81,9.3995
pressure,130,178.56,9.6881
pressure,130,180.31,9.9948
pressure,130,182.06,10.2655
pressure,130,183.81,10.5361
pressure,130,185.56,10.7887
pressure,130,187.31,11.0232
pressure,130,189.06,11.2216
pressure,130,190.81,11.4201
pressure,130,192.56,11.6366
